,team,week,day,date,home/away,opponent,score_team,score_opp,pass_cmp_off,pass_att_off,pass_yds_off,pass_tds_off,ints_off,sacks_off,sacks_yds_off,pass_yds_per_att,pass_net_yds_per_att,pass_cmp_prcnt,pass_qb_rate,rush_att_off,rush_yds_off,rush_yds_per_att,rush_tds_off,fg_made,fg_att,3d_made,3d_att,4d_made,4d_att,time_poss,wk,record,1st_down_off,turnover_off,1st_down_def,tot_yds_def,pass_yds_def,rush_yds_def,turnover_def,exp_off,exp_def,exp_st,spread,def_rush_att,def_rush_tds,off_rush_att,off_rush_tds,def_pass_cmp,def_pass_att,def_pass_tds,def_pass_ints,off_pass_cmp,off_pass_att,off_pass_tds,off_pass_ints,def_sacks,def_sack_yds,tm_penalty,tm_penalty_yds,opp_penalty,opp_penalty_yds
160,bears,6,Thu,October 13,home,commanders,7,12,14,27,154,1,1,5,36,7.0,4.8,51.9,66.0,37,237,6.4,0,0,0,5,13,1,4,32:12,6,2-4,20,2.0,14,214,86,128,,-2.22,7.28,-6.24,1.0,28,1,37,0,12,22,0,0,14,27,1,1,3,13,4,42,7,36
161,commanders,6,Thu,October 13,away,bears,12,7,12,22,86,0,0,3,13,4.5,3.4,54.5,63.8,28,128,4.6,1,2,3,2,11,0,0,27:48,6,2-4,14,,20,391,154,237,2.0,-7.28,2.22,6.24,-1.0,37,0,28,1,14,27,1,1,12,22,0,0,5,36,7,36,4,42
162,falcons,6,Sun,October 16,home,49ers,28,14,13,14,121,2,0,2,8,9.2,7.6,92.9,142.3,40,168,4.2,1,0,0,9,14,0,0,33:25,6,3-3,18,,21,346,296,50,3.0,11.56,-0.59,-1.69,4.5,16,0,40,1,29,41,2,2,13,14,2,0,0,0,5,40,5,30
163,49ers,6,Sun,October 16,away,falcons,14,28,29,41,296,2,2,0,0,7.2,7.2,70.7,87.0,16,50,3.1,0,0,0,3,8,0,1,26:35,6,3-3,21,3.0,18,289,121,168,,0.59,-11.56,1.69,-4.5,40,1,16,0,13,14,2,0,29,41,2,2,2,8,5,30,5,40
164,saints,6,Sun,October 16,home,bengals,26,30,19,36,171,1,0,1,7,4.9,4.6,52.8,75.1,34,228,6.7,1,4,4,8,17,0,1,32:14,6,2-4,22,,21,348,273,75,1.0,9.06,-17.18,2.4,3.0,14,1,34,1,28,37,3,0,19,36,1,0,3,27,4,34,3,30
165,bengals,6,Sun,October 16,away,saints,30,26,28,37,273,3,0,3,27,8.1,6.8,75.7,122.9,14,75,5.4,1,1,1,6,10,0,0,27:46,6,3-3,21,1.0,22,399,171,228,,17.18,-9.06,-2.4,-3.0,34,1,14,1,19,36,1,0,28,37,3,0,1,7,3,30,4,34
166,browns,6,Sun,October 16,home,patriots,15,38,21,45,258,1,2,4,8,5.9,5.3,46.7,53.8,18,70,3.9,0,3,3,4,15,3,5,24:55,6,2-4,16,4.0,20,399,301,98,1.0,-12.35,-11.3,0.09,2.5,29,3,18,0,24,34,2,0,21,45,1,2,2,8,7,63,12,92
167,patriots,6,Sun,October 16,away,browns,38,15,24,34,301,2,0,2,8,9.1,8.4,70.6,117.4,29,98,3.4,3,1,2,7,14,0,0,35:05,6,3-3,20,1.0,16,328,258,70,4.0,11.3,12.35,-0.09,-2.5,18,0,29,3,21,45,1,2,24,34,2,0,4,8,12,92,7,63
168,colts,6,Sun,October 16,home,jaguars,34,27,42,58,389,3,0,0,0,6.7,6.7,72.4,107.6,16,45,2.8,1,2,2,10,15,0,0,28:49,6,3-2-1,29,,25,379,136,243,1.0,21.98,-16.47,3.81,1.5,33,3,16,1,20,22,1,0,42,58,3,0,4,29,7,52,4,44
169,jaguars,6,Sun,October 16,away,colts,27,34,20,22,136,1,0,4,29,7.5,5.2,90.9,107.6,33,243,7.4,3,0,0,5,10,1,2,31:11,6,2-4,25,1.0,29,434,389,45,,16.47,-21.98,-3.81,-1.5,16,1,33,3,42,58,3,0,20,22,1,0,0,0,4,44,7,52
170,packers,6,Sun,October 16,home,jets,10,27,28,45,218,1,0,4,36,5.6,4.4,62.2,81.5,20,60,3.0,0,1,2,4,16,1,4,31:12,6,3-3,15,1.0,14,278,99,179,,-16.24,2.59,-4.32,7.5,33,2,20,0,10,18,0,0,28,45,1,0,2,11,7,42,7,79
171,jets,6,Sun,October 16,away,packers,27,10,10,18,99,0,0,2,11,6.1,5.0,55.6,71.3,33,179,5.4,2,2,3,1,11,0,0,28:48,6,4-2,14,,15,278,218,60,1.0,-2.59,16.24,4.32,-7.5,20,0,33,2,28,45,1,0,10,18,0,0,4,36,7,79,7,42
172,dolphins,6,Sun,October 16,home,vikings,16,24,30,47,385,2,2,6,33,8.9,7.3,63.8,85.9,20,73,3.7,0,1,2,4,14,1,2,35:29,6,3-3,23,3.0,11,234,156,78,,-8.38,4.43,-4.75,3.0,17,1,20,0,20,30,2,0,30,47,2,2,3,19,10,97,2,20
173,vikings,6,Sun,October 16,away,dolphins,24,16,20,30,156,2,0,3,19,5.8,4.7,66.7,101.5,17,78,4.6,1,1,1,2,12,0,0,24:31,6,5-1,11,,23,458,385,73,3.0,-4.43,8.38,4.75,-3.0,20,0,17,1,30,47,2,2,20,30,2,0,6,33,2,20,10,97
174,giants,6,Sun,October 16,home,ravens,24,20,19,27,155,2,0,4,18,6.4,5.0,70.4,109.3,31,83,2.7,1,1,1,7,14,0,0,31:52,6,5-1,18,1.0,23,406,195,211,2.0,4.93,-6.0,8.06,5.5,24,1,31,1,17,32,1,1,19,27,2,0,2,15,3,25,10,74
175,ravens,6,Sun,October 16,away,giants,20,24,17,32,195,1,1,2,15,6.6,5.7,53.1,69.1,24,211,8.8,1,2,3,4,10,0,0,28:08,6,3-3,23,2.0,18,238,155,83,1.0,6.0,-4.93,-8.06,-5.5,31,1,24,1,19,27,2,0,17,32,1,1,4,18,10,74,3,25
176,steelers,6,Sun,October 16,home,buccaneers,20,18,20,30,193,2,0,2,18,7.0,6.0,66.7,106.7,29,77,2.7,0,2,2,7,15,1,1,29:59,6,2-4,15,,20,304,229,75,,2.61,-0.17,2.77,9.5,26,0,29,0,25,40,1,0,20,30,2,0,2,14,7,45,6,42
177,buccaneers,6,Sun,October 16,away,steelers,18,20,25,40,229,1,0,2,14,6.1,5.5,62.5,86.4,26,75,2.9,0,4,4,4,14,2,2,30:01,6,3-3,20,,15,270,193,77,,0.17,-2.61,-2.77,-9.5,29,0,26,0,20,30,2,0,25,40,1,0,2,18,6,42,7,45
178,rams,6,Sun,October 16,home,panthers,24,10,26,33,249,1,1,1,4,7.7,7.3,78.8,95.6,29,111,3.8,2,1,1,6,12,0,0,37:05,6,3-3,22,1.0,8,203,110,93,1.0,3.51,11.74,-2.53,10.0,21,0,29,2,13,21,0,1,26,33,1,1,2,9,7,49,3,30
179,panthers,6,Sun,October 16,away,rams,10,24,13,21,110,0,1,2,9,5.7,4.8,61.9,55.7,21,93,4.4,0,1,1,2,10,0,0,22:55,6,1-5,8,1.0,22,360,249,111,1.0,-11.74,-3.51,2.53,-10.0,29,2,21,0,26,33,1,1,13,21,0,1,1,4,3,30,7,49
180,seahawks,6,Sun,October 16,home,cardinals,19,9,20,31,160,0,0,5,37,6.4,4.4,64.5,77.4,30,136,4.5,1,4,4,4,14,0,1,29:16,6,3-3,19,1.0,15,315,171,144,2.0,-8.22,14.01,5.25,2.5,28,0,30,1,23,37,0,1,20,31,0,0,6,51,6,44,6,53
181,cardinals,6,Sun,October 16,away,seahawks,9,19,23,37,171,0,1,6,51,6.0,4.0,62.2,61.9,28,144,5.1,0,1,1,4,16,1,5,30:44,6,2-4,15,2.0,19,296,160,136,1.0,-14.01,8.22,-5.25,-2.5,30,1,28,0,20,31,0,0,23,37,0,1,5,37,6,53,6,44
182,chiefs,6,Sun,October 16,home,bills,20,24,25,40,319,2,2,3,19,8.5,7.4,62.5,83.2,18,68,3.8,0,2,3,4,11,1,1,28:32,6,4-2,23,2.0,26,443,318,125,1.0,6.45,-11.13,-0.56,2.5,31,0,18,0,27,40,3,0,25,40,2,2,1,11,5,58,7,35
183,bills,6,Sun,October 16,away,chiefs,24,20,27,40,318,3,0,1,11,8.2,7.8,67.5,116.5,31,125,4.0,0,1,1,4,11,1,3,31:28,6,5-1,26,1.0,23,387,319,68,2.0,11.13,-6.45,0.56,-2.5,18,0,31,0,25,40,2,2,27,40,3,0,3,19,7,35,5,58
184,eagles,6,Sun,October 16,home,cowboys,26,17,15,25,132,2,0,4,23,6.2,4.6,60.0,100.7,39,136,3.5,1,2,2,6,14,1,1,34:30,6,6-0,22,,21,315,181,134,3.0,7.95,0.04,3.76,6.5,26,1,39,1,18,38,1,3,15,25,2,0,0,0,2,10,10,72
185,cowboys,6,Sun,October 16,away,eagles,17,26,18,38,181,1,3,0,0,4.8,4.8,47.4,37.3,26,134,5.2,1,1,2,4,10,0,1,25:30,6,4-2,21,3.0,22,268,132,136,,-0.04,-7.95,-3.76,-6.5,39,1,26,1,15,25,2,0,18,38,1,3,4,23,10,72,2,10
186,chargers,6,Mon,October 17,home,broncos,19,16,37,57,224,0,1,2,14,4.2,3.8,64.9,65.2,24,73,3.0,1,4,4,11,22,1,3,38:49,6,4-2,24,1.0,13,258,160,98,1.0,-1.03,3.11,0.92,4.5,23,0,24,1,15,28,1,0,37,57,0,1,4,28,9,89,10,151
187,broncos,6,Mon,October 17,away,chargers,16,19,15,28,160,1,0,4,28,6.7,5.0,53.6,82.4,23,98,4.3,0,3,3,4,14,0,0,28:33,6,2-4,13,1.0,24,297,224,73,1.0,-3.11,1.03,-0.92,-4.5,24,1,23,0,37,57,0,1,15,28,1,0,2,14,10,151,9,89
188,cardinals,7,Thu,October 20,home,saints,42,34,20,29,189,1,0,2,15,7.0,6.1,69.0,98.2,29,137,4.7,2,2,2,3,10,1,1,30:58,7,3-4,21,,25,494,409,85,3.0,13.74,-5.93,1.75,2.5,22,0,29,2,32,49,4,3,20,29,1,0,0,0,4,20,8,49
189,saints,7,Thu,October 20,away,cardinals,34,42,32,49,409,4,3,0,0,8.3,8.3,65.3,93.0,22,85,3.9,0,2,2,6,13,1,1,29:02,7,2-5,25,3.0,21,326,189,137,,5.93,-13.74,-1.75,-2.5,29,2,22,0,20,29,1,0,32,49,4,3,2,15,8,49,4,20
190,bengals,7,Sun,October 23,home,falcons,35,17,34,42,459,3,0,3,22,11.5,10.2,81.0,136.0,21,78,3.7,2,0,0,7,11,0,1,33:05,7,4-3,29,,13,214,107,107,,33.05,-3.19,-6.33,6.5,29,1,21,2,8,13,1,0,34,42,3,0,3,17,5,17,3,22
191,falcons,7,Sun,October 23,away,bengals,17,35,8,13,107,1,0,3,17,9.5,6.7,61.5,113.3,29,107,3.7,1,1,1,4,10,0,0,26:55,7,3-4,13,,29,537,459,78,,3.19,-33.05,6.33,-6.5,21,2,29,1,34,42,3,0,8,13,1,0,3,22,3,22,5,17
192,panthers,7,Sun,October 23,home,buccaneers,21,3,16,22,170,2,0,1,7,8.0,7.4,72.7,125.2,27,173,6.4,1,0,0,4,12,0,0,29:24,7,2-5,14,,17,322,276,46,,7.39,5.31,3.31,13.0,16,0,27,1,32,49,0,0,16,22,2,0,1,14,3,15,4,30
193,buccaneers,7,Sun,October 23,away,panthers,3,21,32,49,276,0,0,1,14,5.9,5.5,65.3,80.0,16,46,2.9,0,1,1,2,12,1,3,30:36,7,3-4,17,,14,343,170,173,,-5.31,-7.39,-3.31,-13.0,27,1,16,0,16,22,2,0,32,49,0,0,1,7,4,30,3,15
194,ravens,7,Sun,October 23,home,browns,23,20,9,16,94,0,0,3,26,7.5,4.9,56.3,73.4,44,160,3.6,2,3,3,7,15,2,2,34:04,7,4-3,17,1.0,18,336,223,113,2.0,1.58,-6.61,7.18,6.5,24,2,44,2,22,27,0,0,9,16,0,0,5,35,3,53,6,45
195,browns,7,Sun,October 23,away,ravens,20,23,22,27,223,0,0,5,35,9.6,7.0,81.5,101.1,24,113,4.7,2,2,3,2,11,1,1,25:56,7,2-5,18,2.0,17,254,94,160,1.0,6.61,-1.58,-7.18,-6.5,44,2,24,2,9,16,0,0,22,27,0,0,3,26,6,45,3,53
196,titans,7,Sun,October 23,home,colts,19,10,13,20,116,0,0,2,16,6.6,5.3,65.0,80.4,35,138,3.9,0,4,4,5,12,0,0,31:33,7,4-2,16,1.0,17,292,227,65,3.0,-4.47,12.48,2.52,2.5,17,0,35,0,33,44,1,2,13,20,0,0,3,16,2,15,4,28
197,colts,7,Sun,October 23,away,titans,10,19,33,44,227,1,2,3,16,5.5,4.8,75.0,74.7,17,65,3.8,0,1,1,4,13,1,1,28:27,7,3-3-1,17,3.0,16,254,116,138,1.0,-12.48,4.47,-2.52,-2.5,35,0,17,0,13,20,0,0,33,44,1,2,2,16,4,28,2,15
198,cowboys,7,Sun,October 23,home,lions,24,6,19,25,191,1,0,2,16,8.3,7.1,76.0,110.6,32,139,4.3,2,1,1,3,9,0,0,28:46,7,5-2,21,1.0,18,312,195,117,5.0,4.39,12.68,1.61,6.5,25,0,32,2,21,26,0,2,19,25,1,0,5,33,7,55,8,59
199,lions,7,Sun,October 23,away,cowboys,6,24,21,26,195,0,2,5,33,8.8,6.3,80.8,65.9,25,117,4.7,0,2,2,3,9,0,0,31:14,7,1-5,18,5.0,21,330,191,139,1.0,-12.68,-4.39,-1.61,-6.5,32,2,25,0,19,25,1,0,21,26,0,2,2,16,8,59,7,55
200,commanders,7,Sun,October 23,home,packers,23,21,20,33,198,2,1,1,3,6.1,5.8,60.6,85.2,38,166,4.4,0,3,4,7,16,0,0,37:07,7,3-4,22,1.0,16,232,194,38,1.0,0.7,-1.83,0.57,4.5,12,0,38,0,23,35,2,0,20,33,2,1,0,0,7,54,9,69
201,packers,7,Sun,October 23,away,commanders,21,23,23,35,194,2,0,0,0,5.5,5.5,65.7,99.0,12,38,3.2,0,0,0,0,6,0,1,22:53,7,3-4,16,1.0,22,364,198,166,1.0,1.83,-0.7,-0.57,-4.5,38,0,12,0,20,33,2,1,23,35,2,0,1,3,9,69,7,54
202,jaguars,7,Sun,October 23,home,giants,17,23,22,44,310,0,0,0,0,7.0,7.0,50.0,73.1,21,142,6.8,2,1,1,6,13,2,4,25:50,7,2-5,27,1.0,27,436,200,236,,14.14,-17.0,2.5,3.0,39,1,21,2,19,30,1,0,22,44,0,0,1,2,13,81,8,67
203,giants,7,Sun,October 23,away,jaguars,23,17,19,30,200,1,0,1,2,6.7,6.5,63.3,93.7,39,236,6.1,1,3,3,6,12,0,1,34:10,7,6-1,27,,27,452,310,142,1.0,17.0,-14.14,-2.5,-3.0,21,2,39,1,22,44,0,0,19,30,1,0,0,0,8,67,13,81
204,raiders,7,Sun,October 23,home,texans,38,20,21,27,236,1,0,1,5,8.9,8.4,77.8,115.4,27,164,6.1,3,1,1,4,9,1,1,30:43,7,2-4,25,,21,404,296,108,1.0,23.48,-5.28,-1.03,7.0,23,0,27,3,28,41,2,1,21,27,1,0,1,6,5,44,3,14
205,texans,7,Sun,October 23,away,raiders,20,38,28,41,296,2,1,1,6,7.4,7.0,68.3,95.2,23,108,4.7,0,2,3,9,15,1,2,29:17,7,1-4-1,21,1.0,25,400,236,164,,5.28,-23.48,1.03,-7.0,27,3,23,0,21,27,1,0,28,41,2,1,1,5,3,14,5,44
206,broncos,7,Sun,October 23,home,jets,9,16,24,46,219,0,1,1,6,4.9,4.7,52.2,56.3,28,105,3.8,1,1,2,5,16,1,3,32:23,7,2-5,21,1.0,10,260,105,155,,-8.53,8.14,-8.12,1.5,24,1,28,1,16,26,0,0,24,46,0,1,3,16,4,34,11,85
207,jets,7,Sun,October 23,away,broncos,16,9,16,26,105,0,0,3,16,4.7,3.6,61.5,70.2,24,155,6.5,1,3,3,3,14,0,0,27:37,7,5-2,10,,21,324,219,105,1.0,-8.14,8.53,8.12,-1.5,28,1,24,1,24,46,0,1,16,26,0,0,1,6,11,85,4,34
208,49ers,7,Sun,October 23,home,chiefs,23,44,29,46,343,2,2,5,26,8.0,6.7,63.0,82.1,21,101,4.8,0,3,3,8,14,0,0,33:45,7,3-4,25,3.0,24,529,417,112,2.0,3.59,-30.58,8.5,1.0,21,3,21,0,25,36,3,1,29,46,2,2,1,6,10,80,8,84
209,chiefs,7,Sun,October 23,away,49ers,44,23,25,36,417,3,1,1,6,11.8,11.3,69.4,124.4,21,112,5.3,3,0,1,6,9,0,0,26:15,7,5-2,24,2.0,25,444,343,101,3.0,30.58,-3.59,-8.5,-1.0,21,0,21,3,29,46,2,2,25,36,3,1,5,26,8,84,10,80
210,chargers,7,Sun,October 23,home,seahawks,23,37,33,51,276,2,1,3,17,5.7,5.1,64.7,83.5,15,53,3.5,1,0,0,5,15,1,3,26:03,7,4-3,21,2.0,24,404,191,213,2.0,-4.6,-12.13,1.1,4.5,34,2,15,1,20,27,2,1,33,51,2,1,2,19,7,70,7,68
211,seahawks,7,Sun,October 23,away,chargers,37,23,20,27,191,2,1,2,19,7.8,6.6,74.1,102.5,34,213,6.3,2,3,3,5,9,0,0,33:57,7,4-3,24,2.0,21,329,276,53,2.0,12.13,4.6,-1.1,-4.5,15,1,34,2,33,51,2,1,20,27,2,1,3,17,7,68,7,70
212,dolphins,7,Sun,October 23,home,steelers,16,10,21,35,261,1,0,0,0,7.5,7.5,60.0,92.7,27,111,4.1,0,3,3,4,14,0,1,26:44,7,4-3,17,,19,341,246,95,3.0,0.04,6.72,-2.49,7.5,23,0,27,0,32,44,1,3,21,35,1,0,2,11,5,30,5,40
213,steelers,7,Sun,October 23,away,dolphins,10,16,32,44,246,1,3,2,11,5.8,5.3,72.7,65.2,23,95,4.1,0,1,1,4,14,2,2,33:16,7,2-5,19,3.0,17,372,261,111,,-6.72,-0.04,2.49,-7.5,27,0,23,0,21,35,1,0,32,44,1,3,0,0,5,40,5,30
214,patriots,7,Mon,October 24,home,bears,14,33,17,28,190,1,3,1,8,7.1,6.6,60.7,53.3,19,70,3.7,1,0,0,5,10,0,1,22:46,7,3-4,12,4.0,24,390,147,243,1.0,-10.97,-8.77,-0.11,8.5,45,2,19,1,13,21,1,1,17,28,1,3,4,32,4,30,4,35
215,bears,7,Mon,October 24,away,patriots,33,14,13,21,147,1,1,4,32,8.5,5.9,61.9,78.9,45,243,5.4,2,4,4,11,18,0,1,37:14,7,3-4,24,1.0,12,260,190,70,4.0,8.77,10.97,0.11,-8.5,19,1,45,2,17,28,1,3,13,21,1,1,1,8,4,35,4,30
216,buccaneers,8,Thu,October 27,home,ravens,22,27,26,44,305,1,0,3,20,7.4,6.5,59.1,87.8,15,44,2.9,1,3,3,4,13,1,1,21:37,8,3-5,20,1.0,27,453,222,231,,8.68,-11.24,-6.73,1.5,33,1,15,1,27,38,2,0,26,44,1,0,3,16,4,35,7,101
217,ravens,8,Thu,October 27,away,buccaneers,27,22,27,38,222,2,0,3,16,6.3,5.4,71.1,103.2,33,231,7.0,1,2,3,6,13,0,1,38:23,8,5-3,27,,20,349,305,44,1.0,11.24,-8.68,6.73,-1.5,15,1,33,1,26,44,1,0,27,38,2,0,3,20,7,101,4,35
218,jaguars,8,Sun,October 30,home,broncos,17,21,18,31,114,1,2,2,19,4.3,3.5,58.1,49.7,32,191,6.0,1,1,1,4,11,0,0,34:04,8,2-6,24,2.0,18,331,230,101,1.0,-1.81,-4.66,-3.24,2.0,28,2,32,1,18,30,1,1,18,31,1,2,3,22,5,54,12,80
219,broncos,8,Sun,October 30,away,jaguars,21,17,18,30,230,1,1,3,22,8.4,7.0,60.0,81.3,28,101,3.6,2,0,0,2,11,2,3,25:56,8,3-5,18,1.0,24,305,114,191,2.0,4.66,1.81,3.24,-2.0,32,1,28,2,18,31,1,2,18,30,1,1,2,19,12,80,5,54
220,lions,8,Sun,October 30,home,dolphins,27,31,27,37,311,1,0,1,10,8.7,8.2,73.0,106.9,19,82,4.3,2,2,2,4,9,1,2,25:38,8,1-6,22,,27,476,369,107,1.0,19.14,-25.47,0.59,3.5,26,1,19,2,29,36,3,0,27,37,1,0,2,13,6,30,7,55
221,dolphins,8,Sun,October 30,away,lions,31,27,29,36,369,3,0,2,13,10.6,9.7,80.6,137.2,26,107,4.1,1,1,1,8,12,1,1,34:22,8,5-3,27,1.0,22,393,311,82,,25.47,-19.14,-0.59,-3.5,19,2,26,1,27,37,1,0,29,36,3,0,1,10,7,55,6,30
222,eagles,8,Sun,October 30,home,steelers,35,13,20,30,290,4,0,3,18,10.3,8.8,66.7,137.5,20,111,5.6,1,0,0,7,12,1,1,25:42,8,7-0,20,,21,302,158,144,2.0,23.31,4.96,-2.01,10.5,24,0,20,1,27,40,1,1,20,30,4,0,6,38,8,60,9,60
223,steelers,8,Sun,October 30,away,eagles,13,35,27,40,158,1,1,6,38,4.9,3.4,67.5,72.7,24,144,6.0,0,2,2,1,12,4,4,34:18,8,2-6,21,2.0,20,401,290,111,,-4.96,-23.31,2.01,-10.5,20,1,24,0,20,30,4,0,27,40,1,1,3,18,9,60,8,60
224,falcons,8,Sun,October 30,home,panthers,37,34,20,28,239,3,2,2,14,9.0,8.0,71.4,103.1,37,167,4.5,0,3,3,6,12,0,0,36:34,8,4-4,21,2.0,23,478,309,169,1.0,9.4,-9.83,1.64,4.0,36,3,37,0,19,36,1,1,20,28,3,2,1,8,7,64,9,74
225,panthers,8,Sun,October 30,away,falcons,34,37,19,36,309,1,1,1,8,8.8,8.4,52.8,79.5,36,169,4.7,3,2,3,5,13,1,2,31:31,8,2-6,23,1.0,21,406,239,167,2.0,9.83,-9.4,-1.64,-4.0,37,0,36,3,20,28,3,2,19,36,1,1,2,14,9,74,7,64
226,cowboys,8,Sun,October 30,home,bears,49,29,21,27,242,2,1,1,8,9.3,8.6,77.8,113.3,29,200,6.9,4,0,0,9,11,0,0,23:56,8,6-2,24,1.0,22,371,131,240,1.0,26.47,-1.52,-3.05,10.0,43,2,29,4,18,24,2,0,21,27,2,1,4,25,6,41,6,45
227,bears,8,Sun,October 30,away,cowboys,29,49,18,24,131,2,0,4,25,6.5,4.7,75.0,115.1,43,240,5.6,2,1,1,6,15,2,3,36:04,8,3-5,22,1.0,24,442,242,200,1.0,1.52,-26.47,3.05,-10.0,29,4,43,2,21,27,2,1,18,24,2,0,1,8,6,45,6,41
228,vikings,8,Sun,October 30,home,cardinals,34,26,24,36,208,2,0,3,24,6.4,5.3,66.7,100.2,29,173,6.0,3,0,1,6,13,0,1,29:27,8,6-1,25,1.0,25,375,297,78,3.0,10.22,-2.87,3.71,3.5,22,0,29,3,31,44,3,2,24,36,2,0,4,29,10,86,10,67
229,cardinals,8,Sun,October 30,away,vikings,26,34,31,44,297,3,2,4,29,7.4,6.2,70.5,92.7,22,78,3.5,0,2,2,4,11,0,1,30:33,8,3-5,25,3.0,25,381,208,173,1.0,2.87,-10.22,-3.71,-3.5,29,3,22,0,24,36,2,0,31,44,3,2,3,24,10,67,10,86
230,saints,8,Sun,October 30,home,raiders,24,0,23,31,231,2,0,0,0,7.5,7.5,74.2,116.5,32,136,4.3,1,1,2,7,12,0,1,34:51,8,3-5,22,,13,183,145,38,1.0,16.76,8.49,-6.72,1.5,13,0,32,1,23,39,0,1,23,31,2,0,4,28,5,27,6,59
231,raiders,8,Sun,October 30,away,saints,0,24,23,39,145,0,1,4,28,4.4,3.4,59.0,56.0,13,38,2.9,0,0,0,5,14,2,3,25:09,8,2-5,13,1.0,22,367,231,136,,-8.49,-16.76,6.72,-1.5,32,1,13,0,23,31,2,0,23,39,0,1,0,0,6,59,5,27
232,jets,8,Sun,October 30,home,patriots,17,22,20,41,336,2,3,2,19,8.7,7.8,48.8,62.7,15,51,3.4,0,1,2,5,14,0,1,24:26,8,5-3,17,3.0,19,288,161,127,1.0,-2.3,9.31,-12.01,2.5,34,0,15,0,24,35,1,1,20,41,2,3,6,33,4,41,6,54
233,patriots,8,Sun,October 30,away,jets,22,17,24,35,161,1,1,6,33,5.5,3.9,68.6,76.0,34,127,3.7,0,5,5,6,19,1,2,35:34,8,4-4,19,1.0,17,387,336,51,3.0,-9.31,2.3,12.01,-2.5,15,0,34,0,20,41,2,3,24,35,1,1,2,19,6,54,4,41
234,texans,8,Sun,October 30,home,titans,10,17,17,30,118,1,1,3,34,5.1,3.6,56.7,62.9,18,43,2.4,0,1,1,2,14,2,2,25:12,8,1-5-1,10,1.0,16,354,40,314,2.0,-14.53,-2.29,7.78,3.5,45,2,18,0,6,10,0,1,17,30,1,1,3,15,6,45,6,35
235,titans,8,Sun,October 30,away,texans,17,10,6,10,40,0,1,3,15,5.5,3.1,60.0,29.2,45,314,7.0,2,1,2,4,12,1,1,34:48,8,5-2,16,2.0,10,161,118,43,1.0,2.29,14.53,-7.78,-3.5,18,0,45,2,17,30,1,1,6,10,0,1,3,34,6,35,6,45
236,rams,8,Sun,October 30,home,49ers,14,31,22,33,167,1,0,2,20,5.7,4.8,66.7,88.8,21,56,2.7,1,0,0,8,13,0,0,30:04,8,3-4,16,,22,368,257,111,,3.37,-23.18,2.48,2.5,23,1,21,1,22,26,3,0,22,33,1,0,3,12,4,50,3,8
237,49ers,8,Sun,October 30,away,rams,31,14,22,26,257,3,0,3,12,10.3,8.9,84.6,146.3,23,111,4.8,1,1,1,5,9,0,0,29:56,8,4-4,22,,16,223,167,56,,23.18,-3.37,-2.48,-2.5,21,1,23,1,22,33,1,0,22,26,3,0,2,20,3,8,4,50
238,colts,8,Sun,October 30,home,commanders,16,17,17,23,189,0,0,2,12,8.7,7.6,73.9,97.9,29,135,4.7,1,3,3,5,12,0,0,29:20,8,3-4-1,15,2.0,20,362,266,96,1.0,-0.42,-2.38,2.42,3.0,28,1,29,1,23,31,1,1,17,23,0,0,2,13,3,25,3,52
239,commanders,8,Sun,October 30,away,colts,17,16,23,31,266,1,1,2,13,9.0,8.1,74.2,97.0,28,96,3.4,1,1,1,2,12,2,3,30:40,8,4-4,20,1.0,15,324,189,135,2.0,2.38,0.42,-2.42,-3.0,29,1,28,1,17,23,0,0,23,31,1,1,2,12,3,52,3,25
240,seahawks,8,Sun,October 30,home,giants,27,13,23,34,190,2,0,3,22,6.2,5.1,67.6,101.3,25,87,3.5,1,2,2,3,13,2,2,26:26,8,5-3,19,1.0,14,225,147,78,2.0,-2.79,10.8,8.31,3.0,28,1,25,1,17,31,0,0,23,34,2,0,5,29,3,25,6,53
241,giants,8,Sun,October 30,away,seahawks,13,27,17,31,147,0,0,5,29,5.7,4.1,54.8,67.5,28,78,2.8,1,2,2,6,16,0,1,33:34,8,6-2,14,2.0,19,277,190,87,1.0,-10.8,2.79,-8.31,-3.0,25,1,28,1,23,34,2,0,17,31,0,0,3,22,6,53,3,25
242,bills,8,Sun,October 30,home,packers,27,17,13,25,216,2,2,2,2,8.7,8.0,52.0,74.7,27,153,5.7,1,2,2,2,7,0,0,26:12,8,6-1,20,2.0,21,398,190,208,1.0,12.79,-5.55,4.01,10.5,31,0,27,1,19,30,2,1,13,25,2,2,2,13,4,35,8,58
243,packers,8,Sun,October 30,away,bills,17,27,19,30,190,2,1,2,13,6.8,5.9,63.3,89.6,31,208,6.7,0,1,2,6,12,0,2,33:48,8,3-5,21,1.0,20,369,216,153,2.0,5.55,-12.79,-4.01,-10.5,27,1,31,0,13,25,2,2,19,30,2,1,2,2,8,58,4,35
244,browns,8,Mon,October 31,home,bengals,32,13,17,23,268,1,1,2,10,12.1,10.7,73.9,108.6,44,172,3.9,3,1,2,8,13,0,0,36:45,8,3-5,24,2.0,15,229,193,36,2.0,15.92,3.49,2.71,3.0,10,0,44,3,25,35,2,1,17,23,1,1,5,39,6,56,2,6
