,team,week,day,date,home/away,opponent,score_team,score_opp,pass_cmp_off,pass_att_off,pass_yds_off,pass_tds_off,ints_off,sacks_off,sacks_yds_off,pass_yds_per_att,pass_net_yds_per_att,pass_cmp_prcnt,pass_qb_rate,rush_att_off,rush_yds_off,rush_yds_per_att,rush_tds_off,fg_made,fg_att,3d_made,3d_att,4d_made,4d_att,time_poss,wk,record,1st_down_off,turnover_off,1st_down_def,tot_yds_def,pass_yds_def,rush_yds_def,turnover_def,exp_off,exp_def,exp_st,spread,def_rush_att,def_rush_tds,off_rush_att,off_rush_tds,def_pass_cmp,def_pass_att,def_pass_tds,def_pass_ints,off_pass_cmp,off_pass_att,off_pass_tds,off_pass_ints,def_sacks,def_sack_yds,tm_penalty,tm_penalty_yds,opp_penalty,opp_penalty_yds
501,cardinals,17,Sun,January 1,away,falcons,19,20,24,40,213,1,0,2,9,5.6,5.1,60.0,82.6,27,126,4.7,0,4,5,4,11,0,1,27:36,17,4-12,22,,20,298,166,132,1.0,6.1,-3.27,-5.1,-6.0,34,2,27,0,19,26,0,0,24,40,1,0,1,3,8,50,5,70
502,raiders,17,Sun,January 1,home,49ers,34,37,23,34,365,3,2,0,0,10.7,10.7,67.6,108.1,32,135,4.2,1,2,2,4,10,0,1,32:00,17,6-10,29,2.0,27,454,284,170,1.0,13.83,-23.25,6.49,9.5,27,2,32,1,22,35,2,1,23,34,3,2,0,0,6,49,9,71
503,49ers,17,Sun,January 1,away,raiders,37,34,22,35,284,2,1,0,0,8.1,8.1,62.9,95.4,27,170,6.3,2,3,4,4,8,0,0,31:07,17,12-4,27,1.0,29,500,365,135,2.0,23.25,-13.83,-6.49,-9.5,32,1,27,2,23,34,3,2,22,35,2,1,0,0,9,71,6,49
504,seahawks,17,Sun,January 1,home,jets,23,6,18,29,148,2,0,4,35,6.3,4.5,62.1,98.1,38,198,5.2,0,3,4,5,15,1,2,33:38,17,8-8,20,,20,279,204,75,3.0,3.31,16.78,-4.05,1.5,17,0,38,0,23,46,0,2,18,29,2,0,4,36,5,25,2,10
505,jets,17,Sun,January 1,away,seahawks,6,23,23,46,204,0,2,4,36,5.2,4.1,50.0,44.1,17,75,4.4,0,2,3,4,13,0,2,26:22,17,7-9,20,3.0,20,346,148,198,,-16.78,-3.31,4.05,-1.5,38,0,17,0,18,29,2,0,23,46,0,2,4,35,2,10,5,25
506,packers,17,Sun,January 1,home,vikings,41,17,17,27,152,1,0,1,16,6.2,5.4,63.0,90.4,33,163,4.9,2,2,2,7,12,0,1,34:04,17,8-8,20,,18,346,244,102,4.0,9.54,10.2,4.19,3.0,20,0,33,2,22,35,2,3,17,27,1,0,2,18,3,30,6,35
507,vikings,17,Sun,January 1,away,packers,17,41,22,35,244,2,3,2,18,7.5,6.6,62.9,66.8,20,102,5.1,0,1,3,5,12,1,2,25:56,17,12-4,18,4.0,20,315,152,163,,-10.2,-9.54,-4.19,-3.0,33,2,20,0,17,27,1,0,22,35,2,3,1,16,6,35,3,30
508,chargers,17,Sun,January 1,home,rams,31,10,24,31,239,2,0,0,0,7.7,7.7,77.4,120.2,31,192,6.2,2,1,1,8,13,0,0,31:52,17,10-6,22,,12,277,111,166,1.0,21.57,0.47,-0.25,6.5,26,1,31,2,11,19,0,0,24,31,2,0,3,21,2,19,3,22
509,rams,17,Sun,January 1,away,chargers,10,31,11,19,111,0,0,3,21,6.9,5.0,57.9,74.7,26,166,6.4,1,1,1,4,11,0,0,28:08,17,5-11,12,1.0,22,431,239,192,,-0.47,-21.57,0.25,-6.5,31,2,26,1,24,31,2,0,11,19,0,0,0,0,3,22,2,19
510,raiders,18,Sat,January 7,home,chiefs,13,31,22,36,180,1,1,6,39,6.1,4.3,61.1,71.5,25,99,4.0,0,2,2,8,16,0,2,34:13,18,6-11,21,2.0,21,349,181,168,,-5.67,-16.83,1.37,9.0,28,3,25,0,18,26,1,0,22,36,1,1,2,21,6,47,5,43
511,chiefs,18,Sat,January 7,away,raiders,31,13,18,26,181,1,0,2,21,7.8,6.5,69.2,101.6,28,168,6.0,3,1,1,5,9,0,0,25:47,18,14-3,21,,21,279,180,99,2.0,16.83,5.67,-1.37,-9.0,25,0,28,3,22,36,1,1,18,26,1,0,6,39,5,43,6,47
512,jaguars,18,Sat,January 7,home,titans,20,16,20,32,203,1,0,1,9,6.6,6.2,62.5,91.0,14,19,1.4,0,2,2,5,11,0,0,23:48,18,9-8,13,1.0,19,312,165,147,2.0,-4.3,9.68,-1.28,6.5,39,0,14,0,20,29,1,1,20,32,1,0,4,14,4,25,6,40
513,titans,18,Sat,January 7,away,jaguars,16,20,20,29,165,1,1,4,14,6.2,5.0,69.0,80.4,39,147,3.8,0,3,3,6,17,2,3,36:12,18,7-10,19,2.0,13,222,203,19,1.0,-9.68,4.3,1.28,-6.5,14,0,39,0,20,32,1,0,20,29,1,1,1,9,6,40,4,25
514,bills,18,Sun,January 8,home,patriots,35,23,19,31,237,3,1,2,17,8.2,7.2,61.3,103.8,25,90,3.6,0,0,0,7,12,0,0,27:23,18,13-3,18,3.0,20,341,234,107,3.0,5.28,2.57,7.7,7.5,23,0,25,0,26,40,3,3,19,31,3,1,1,9,2,20,2,20
515,patriots,18,Sun,January 8,away,bills,23,35,26,40,234,3,3,1,9,6.1,5.7,65.0,74.4,23,107,4.7,0,1,1,4,13,2,2,32:37,18,8-9,20,3.0,18,327,237,90,3.0,-2.57,-5.28,-7.7,-7.5,25,0,23,0,19,31,3,1,26,40,3,3,2,17,2,20,2,20
516,bengals,18,Sun,January 8,home,ravens,27,16,25,42,202,1,0,2,13,5.1,4.6,59.5,79.7,20,55,2.8,1,2,2,5,15,0,1,31:19,18,12-4,15,1.0,20,386,276,110,4.0,-9.98,13.37,2.37,9.0,27,1,20,1,19,44,0,2,25,42,1,0,4,10,3,35,5,22
517,ravens,18,Sun,January 8,away,bengals,16,27,19,44,276,0,2,4,10,6.5,5.8,43.2,45.3,27,110,4.1,1,3,3,6,16,0,2,28:41,18,10-7,20,4.0,15,257,202,55,1.0,-13.37,9.98,-2.37,-9.0,20,1,27,1,25,42,1,0,19,44,0,2,2,13,5,22,3,35
518,falcons,18,Sun,January 8,home,buccaneers,30,17,19,30,208,2,0,2,16,7.5,6.5,63.3,106.0,35,174,5.0,1,3,3,6,15,3,3,34:49,18,7-10,22,1.0,12,222,136,86,1.0,8.84,6.05,-1.56,4.0,20,0,35,1,22,34,2,0,19,30,2,0,0,0,2,18,3,30
519,buccaneers,18,Sun,January 8,away,falcons,17,30,22,34,136,2,0,0,0,4.0,4.0,64.7,92.3,20,86,4.3,0,1,1,6,13,0,1,25:11,18,8-9,12,1.0,22,382,208,174,1.0,-6.05,-8.84,1.56,-4.0,35,1,20,0,19,30,2,0,22,34,2,0,2,16,3,30,2,18
520,saints,18,Sun,January 8,home,panthers,7,10,15,25,161,1,0,1,10,6.8,6.2,60.0,92.2,32,143,4.5,0,0,2,4,13,0,1,29:05,18,7-10,16,1.0,14,203,32,171,2.0,-4.13,8.41,-7.85,3.5,41,0,32,0,5,15,0,2,15,25,1,0,2,11,2,15,2,20
521,panthers,18,Sun,January 8,away,saints,10,7,5,15,32,0,2,2,11,2.9,1.9,33.3,2.8,41,171,4.2,0,1,1,8,14,0,0,30:55,18,7-10,14,2.0,16,304,161,143,1.0,-8.41,4.13,7.85,-3.5,32,0,41,0,15,25,1,0,5,15,0,2,1,10,2,20,2,15
522,bears,18,Sun,January 8,home,vikings,13,29,13,27,141,1,2,1,6,5.4,5.0,48.1,45.4,22,118,5.4,1,0,0,2,9,0,3,23:24,18,3-14,13,2.0,28,482,341,141,2.0,-5.75,-16.54,5.65,7.0,38,2,22,1,28,33,1,1,13,27,1,2,0,0,2,20,8,36
523,vikings,18,Sun,January 8,away,bears,29,13,28,33,341,1,1,0,0,10.3,10.3,84.8,107.2,38,141,3.7,2,3,3,6,11,0,0,36:36,18,13-4,28,2.0,13,259,141,118,2.0,16.54,5.75,-5.65,-7.0,22,1,38,2,13,27,1,2,28,33,1,1,1,6,8,36,2,20
524,steelers,18,Sun,January 8,home,browns,28,14,13,29,189,1,0,1,6,6.7,6.3,44.8,78.1,37,144,3.9,2,2,2,9,15,0,0,30:56,18,9-8,23,1.0,18,307,173,134,2.0,10.81,-3.47,2.18,2.5,22,0,37,2,19,29,2,2,13,29,1,0,7,57,4,20,9,65
525,browns,18,Sun,January 8,away,steelers,14,28,19,29,173,2,2,7,57,7.9,4.8,65.5,75.8,22,134,6.1,0,0,0,5,12,1,2,29:04,18,7-10,18,2.0,23,333,189,144,1.0,3.47,-10.81,-2.18,-2.5,37,2,22,0,13,29,1,0,19,29,2,2,1,6,9,65,4,20
526,colts,18,Sun,January 8,home,texans,31,32,23,35,202,2,2,2,7,6.0,5.5,65.7,76.1,33,196,5.9,1,1,1,4,13,2,3,33:53,18,4-12-1,25,3.0,18,360,301,59,3.0,3.77,0.16,-3.89,2.5,23,0,33,1,24,40,3,2,23,35,2,2,1,10,2,10,7,41
527,texans,18,Sun,January 8,away,colts,32,31,24,40,301,3,2,1,10,7.8,7.3,60.0,87.6,23,59,2.6,0,1,1,5,14,2,2,26:07,18,3-13-1,18,3.0,25,398,202,196,3.0,-0.16,-3.77,3.89,-2.5,33,1,23,0,23,35,2,2,24,40,3,2,2,7,7,41,2,10
528,dolphins,18,Sun,January 8,home,jets,11,6,20,31,140,0,0,1,12,4.9,4.4,64.5,74.7,32,162,5.1,0,3,3,4,13,1,2,35:25,18,9-8,17,,11,187,149,38,,-3.96,7.03,1.31,3.5,20,0,32,0,18,33,0,0,20,31,0,0,0,0,5,47,6,54
529,jets,18,Sun,January 8,away,dolphins,6,11,18,33,149,0,0,0,0,4.5,4.5,54.5,66.4,20,38,1.9,0,2,3,7,16,0,0,24:35,18,7-10,11,,17,302,140,162,,-7.03,3.96,-1.31,-3.5,32,0,20,0,20,31,0,0,18,33,0,0,1,12,6,54,5,47
530,49ers,18,Sun,January 8,home,cardinals,38,13,15,20,142,3,0,4,36,8.9,5.9,75.0,133.7,37,169,4.6,2,1,1,6,13,0,1,34:14,18,13-4,21,,11,255,194,61,4.0,9.62,15.23,0.8,14.0,20,1,37,2,20,27,1,3,15,20,3,0,3,15,2,10,7,50
531,cardinals,18,Sun,January 8,away,49ers,13,38,20,27,194,1,3,3,15,7.7,6.5,74.1,66.5,20,61,3.1,1,0,0,4,10,0,2,25:46,18,4-13,11,4.0,21,311,142,169,,-15.23,-9.62,-0.8,-14.0,37,2,20,1,15,20,3,0,20,27,1,3,4,36,7,50,2,10
532,commanders,18,Sun,January 8,home,cowboys,26,6,11,19,158,1,1,3,11,8.9,7.2,57.9,80.6,41,151,3.7,1,2,4,3,14,0,0,36:12,18,8-8-1,16,1.0,10,182,118,64,2.0,-5.2,28.06,-4.66,7.0,27,0,41,1,14,38,1,1,11,19,1,1,1,10,2,10,6,74
533,cowboys,18,Sun,January 8,away,commanders,6,26,14,38,118,1,1,1,10,3.4,3.0,36.8,43.5,27,64,2.4,0,0,0,4,18,1,3,23:48,18,12-5,10,2.0,16,309,158,151,1.0,-28.06,5.2,4.66,-7.0,41,1,27,0,11,19,1,1,14,38,1,1,3,11,6,74,2,10
534,broncos,18,Sun,January 8,home,chargers,31,28,13,24,266,3,1,2,17,11.8,10.2,54.2,115.6,36,205,5.7,1,1,1,5,12,1,1,31:03,18,5-12,22,2.0,21,352,293,59,2.0,16.37,-2.63,-8.58,3.0,22,0,36,1,30,44,3,0,13,24,3,1,1,5,3,36,5,34
535,chargers,18,Sun,January 8,away,broncos,28,31,30,44,293,3,0,1,5,6.8,6.5,68.2,109.4,22,59,2.7,0,2,2,7,14,0,0,28:57,18,10-7,21,2.0,22,471,266,205,2.0,2.63,-16.37,8.58,-3.0,36,1,22,0,13,24,3,1,30,44,3,0,2,17,5,34,3,36
536,eagles,18,Sun,January 8,home,giants,22,16,20,35,207,0,1,3,22,6.5,5.4,57.1,62.4,34,135,4.0,1,5,5,5,14,0,0,31:26,18,14-3,23,1.0,18,284,155,129,,0.69,1.86,4.64,16.0,21,1,34,1,23,40,1,0,20,35,0,1,2,13,4,30,8,66
537,giants,18,Sun,January 8,away,eagles,16,22,23,40,155,1,0,2,13,4.2,3.7,57.5,74.5,21,129,6.1,1,1,1,4,14,2,3,28:34,18,9-7-1,18,,23,342,207,135,1.0,-1.86,-0.69,-4.64,-16.0,34,1,21,1,20,35,0,1,23,40,1,0,3,22,8,66,4,30
538,seahawks,18,Sun,January 8,home,rams,19,16,19,31,205,1,2,3,8,6.9,6.0,61.3,64.6,36,197,5.5,0,4,5,1,11,1,1,35:31,18,9-8,22,2.0,14,269,123,146,1.0,-3.11,3.8,2.32,6.0,28,1,36,0,13,26,0,1,19,31,1,2,5,24,4,20,3,35
539,rams,18,Sun,January 8,away,seahawks,16,19,13,26,123,0,1,5,24,5.7,4.0,50.0,47.4,28,146,5.2,1,3,3,4,14,1,1,29:55,18,5-12,14,1.0,22,402,205,197,2.0,-3.8,3.11,-2.32,-6.0,36,0,28,1,19,31,1,2,13,26,0,1,3,8,3,35,4,20
540,packers,18,Sun,January 8,home,lions,16,20,17,27,188,1,1,2,17,7.6,6.5,63.0,80.5,28,103,3.7,0,3,4,4,12,1,2,32:15,18,8-9,17,2.0,21,323,219,104,,0.31,-10.66,1.59,5.0,25,2,28,0,23,34,0,0,17,27,1,1,1,5,4,35,5,75
541,lions,18,Sun,January 8,away,packers,20,16,23,34,219,0,0,1,5,6.6,6.3,67.6,85.3,25,104,4.2,2,2,3,4,12,2,2,27:45,18,9-8,21,,17,291,188,103,2.0,10.66,-0.31,-1.59,-5.0,28,0,25,2,17,27,1,1,23,34,0,0,2,17,5,75,4,35
542,49ers,19,Sat,January 14,home,seahawks,41,23,18,30,324,3,0,1,8,11.1,10.5,60.0,130.4,33,181,5.5,1,4,4,6,11,0,0,32:46,19,14-4,24,,22,332,228,104,2.0,27.6,-6.41,-0.62,9.5,25,1,33,1,25,35,2,1,18,30,3,0,3,25,3,28,5,30
543,seahawks,19,Sat,January 14,away,49ers,23,41,25,35,228,2,1,3,25,7.2,6.0,71.4,95.9,25,104,4.2,1,1,1,6,13,1,1,27:14,19,9-9,22,2.0,24,505,324,181,,6.41,-27.6,0.62,-9.5,33,1,25,1,18,30,3,0,25,35,2,1,1,8,5,30,3,28
544,jaguars,19,Sat,January 14,home,chargers,31,30,28,47,273,4,4,2,15,6.1,5.6,59.6,68.8,21,117,5.6,0,1,1,2,10,2,3,27:21,19,10-8,24,5.0,18,320,253,67,,3.13,-3.29,0.98,2.5,23,2,21,0,25,43,1,0,28,47,4,4,3,20,3,30,7,42
545,chargers,19,Sat,January 14,away,jaguars,30,31,25,43,253,1,0,3,20,6.3,5.5,58.1,82.8,23,67,2.9,2,3,4,8,17,0,0,32:39,19,10-8,18,,24,390,273,117,5.0,3.29,-3.13,-0.98,-2.5,21,0,23,2,28,47,4,4,25,43,1,0,2,15,7,42,3,30
546,bills,19,Sun,January 15,home,dolphins,34,31,23,39,316,3,2,7,36,9.0,6.9,59.0,89.3,26,107,4.1,1,2,2,9,16,0,1,32:13,19,14-3,25,3.0,16,231,189,42,2.0,-2.41,15.56,-6.64,13.5,20,1,26,1,18,45,1,2,23,39,3,2,4,31,2,13,7,34
547,dolphins,19,Sun,January 15,away,bills,31,34,18,45,189,1,2,4,31,4.9,3.9,40.0,41.8,20,42,2.1,1,3,3,4,16,1,2,27:47,19,9-9,16,2.0,25,423,316,107,3.0,-15.56,2.41,6.64,-13.5,26,1,20,1,23,39,3,2,18,45,1,2,7,36,7,34,2,13
548,vikings,19,Sun,January 15,home,giants,24,31,32,40,271,2,0,0,0,6.8,6.8,80.0,111.6,16,61,3.8,1,1,1,4,10,1,2,26:24,19,13-5,21,,28,431,289,142,,13.86,-24.0,3.74,3.0,30,2,16,1,24,35,2,0,32,40,2,0,3,12,3,12,5,45
549,giants,19,Sun,January 15,away,vikings,31,24,24,35,289,2,0,3,12,8.6,7.6,68.6,112.7,30,142,4.7,2,1,1,7,13,2,2,33:36,19,10-7-1,28,,21,332,271,61,,24.0,-13.86,-3.74,-3.0,16,1,30,2,32,40,2,0,24,35,2,0,0,0,5,45,3,12
550,bengals,19,Sun,January 15,home,ravens,24,17,23,32,183,1,0,4,26,6.5,5.1,71.9,96.2,18,51,2.8,1,1,1,7,13,0,0,27:34,19,13-4,18,1.0,23,364,209,155,2.0,0.7,1.77,2.72,8.5,35,0,18,1,17,29,2,1,23,32,1,0,2,17,7,42,4,36
551,ravens,19,Sun,January 15,away,bengals,17,24,17,29,209,2,1,2,17,7.8,6.7,58.6,89.6,35,155,4.4,0,1,1,3,11,2,3,32:26,19,10-8,23,2.0,18,234,183,51,1.0,-1.77,-0.7,-2.72,-8.5,18,1,35,0,23,32,1,0,17,29,2,1,4,26,4,36,7,42
552,buccaneers,19,Mon,January 16,home,cowboys,14,31,35,66,334,2,1,2,17,5.3,4.9,53.0,71.1,12,52,4.3,0,0,0,10,18,1,3,25:26,19,8-10,24,1.0,26,425,297,128,,-2.0,-25.18,9.31,2.5,35,1,12,0,25,33,4,0,35,66,2,1,1,8,3,34,2,15
553,cowboys,19,Mon,January 16,away,buccaneers,31,14,25,33,297,4,0,1,8,9.2,8.7,75.8,142.3,35,128,3.7,1,0,0,7,13,2,2,34:34,19,13-5,26,,24,386,334,52,1.0,25.18,2.0,-9.31,-2.5,12,0,35,1,35,66,2,1,25,33,4,0,2,17,2,15,3,34
